"Mã hợp đồng","Tên hợp đồng","Mã hàng hoá","KL chào mua","Giá chào mua","KL đang chờ khớp mua","Giá chào bán","KL chào bán","KL chờ khớp bán","Giá khớp","KL khớp","Thay đổi","Thay đổi (%)","Giá mở cửa","Giá cao nhất","Giá thấp nhất","Giá đóng cửa","Giá đóng cửa phiên trước","Giá thanh toán","Bước giá tối thiểu","Giá hợp đồng","KL giao dịch","Ngày giờ cập nhật gần nhất"
"MPOK23","Dầu cọ thô 5/23","MPO","","","","","","","3850.0","","","","","","","","","3850.0","","","",""
"MPOK24","Dầu cọ thô 5/24","MPO","","","","","","","3801.0","","","","","","","","","3801.0","","","",""
"MPOK25","Dầu cọ thô 5/25","MPO","","","","","","","3831.0","","","","","","","","","3831.0","","","",""
"MPOK26","Dầu cọ thô 5/26","MPO","","","","","","","4380.0","","","","","","","","","4380.0","","","",""
"MPOK27","Dầu cọ thô 5/27","MPO","","","","","","","4656.0","","","","","","","","","4604.0","","","",""
"MPOM23","Dầu cọ thô 6/23","MPO","","","","","","","3519.0","","","","","","","","","3519.0","","","",""
"MPOM24","Dầu cọ thô 6/24","MPO","","","","","","","3991.0","","","","","","","","","3983.0","","","",""
"MPOM25","Dầu cọ thô 6/25","MPO","","","","","","","3847.0","","","","","","","","","3847.0","1","","",""
"MPOM26","Dầu cọ thô 6/26","MPO","","","","","","","4406.0","","","","","","","","","4406.0","","","",""
"MPOM27","Dầu cọ thô 6/27","MPO","","","","","","","4628.0","","","","","","","","","4583.0","","","",""
"MPON23","Dầu cọ thô 7/23","MPO","","","","","","","3818.0","","","","","","","","","3818.0","","","",""
"MPON24","Dầu cọ thô 7/24","MPO","","","","","","","3980.0","","","","","","","","","3980.0","","","",""
"MPON25","Dầu cọ thô 7/25","MPO","","","","","","","4109.0","","","","","","","","","4109.0","","","",""
"MPON26","Dầu cọ thô 7/26","MPO","","","","","","","4506.0","","","","","","","","","4485.0","","","",""
"MPON27","Dầu cọ thô 7/27","MPO","","","","","","","4615.0","","","","","","","","","4567.0","","","",""
"MPOQ23","Dầu cọ thô 8/23","MPO","","","","","","","3753.0","","","","","","","","","3753.0","1","","",""
"MPOQ24","Dầu cọ thô 8/24","MPO","","","","","","","3890.0","","","","","","","","","3890.0","","","",""
"MPOQ25","Dầu cọ thô 8/25","MPO","","","","","","","4338.0","","","","","","","","","4338.0","1","","",""
"MPOQ26","Dầu cọ thô 8/26","MPO","","","","","","","4557.0","","","","","","","","","4523.0","","","",""
"MPOU23","Dầu cọ thô 9/23","MPO","","","","","","","3690.0","","","","","","","","","3690.0","1","","",""
"MPOU24","Dầu cọ thô 9/24","MPO","","","","","","","3930.0","","","","","","","","","3930.0","","","",""
"MPOU25","Dầu cọ thô 9/25","MPO","","","","","","","4383.0","","","","","","","","","4383.0","1","","",""
"MPOU26","Dầu cọ thô 9/26","MPO","","","","","","","4589.0","","","","","","","","","4550.0","","","",""
"MPOV23","Dầu cọ thô 10/23","MPO","","","","","","","3680.0","","","","","","","","","3680.0","1","","",""
"MPOV24","Dầu cọ thô 10/24","MPO","","","","","","","4350.0","","","","","","","","","4350.0","","","",""
"MPOV25","Dầu cọ thô 10/25","MPO","","","","","","","4320.0","","","","","","","","","4320.0","","","",""
"MPOV26","Dầu cọ thô 10/26","MPO","","","","","","","4615.0","","","","","","","","","4572.0","","","",""
"MPOX22","Dầu cọ thô 11/22","MPO","","","","","","","3987.0","","","","","","","","","3987.0","","","",""
"MPOX23","Dầu cọ thô 11/23","MPO","","","","","","","3800.0","","","","","","","","","3800.0","","","",""
"MPOX24","Dầu cọ thô 11/24","MPO","","","","","","","5151.0","","","","","","","","","5151.0","1","","",""
"MPOX25","Dầu cọ thô 11/25","MPO","","","","","","","3935.0","","","","","","","","","3935.0","","","",""
"MPOX26","Dầu cọ thô 11/26","MPO","","","","","","","4638.0","","","","","","","","","4594.0","","","",""
"MPOZ22","Dầu cọ thô 12/22","MPO","","","","","","","3885.0","","","","","","","","","3885.0","","","",""
"MPOZ23","Dầu cọ thô 12/23","MPO","","","","","","","3601.0","","","","","","","","","3601.0","","","",""
"MPOZ24","Dầu cọ thô 12/24","MPO","","","","","","","5145.0","","","","","","","","","5140.0","1","","",""
"MPOZ25","Dầu cọ thô 12/25","MPO","","","","","","","4000.0","","","","","","","","","4000.0","","","",""
"MPOZ26","Dầu cọ thô 12/26","MPO","","","","","","","4661.0","","","","","","","","","4616.0","","","",""
"MQCF23","Đồng mini 1/23","MQC","","","","","","","3.84","","","","","","","","","3.84","","","",""
"MQCF24","Đồng mini 1/24","MQC","","","","","","","3.95","","","","","","","","","3.95","0.002","","",""
"MQCF25","Đồng mini 1/25","MQC","","","","","","","4.074","","","","","","","","","4.074","","","",""
"MQCF26","Đồng mini 1/26","MQC","","","","","","","5.508","","","","","","","","","5.508","","","",""
"MQCF27","Đồng mini 1/27","MQC","","","","","","","6.35","","","","","","","","","6.35","","","",""
"MQCG23","Đồng mini 2/23","MQC","","","","","","","4.27","","","","","","","","","4.222","","","",""
"MQCG24","Đồng mini 2/24","MQC","","","","","","","3.874","","","","","","","","","3.874","0.002","","",""
"MQCG25","Đồng mini 2/25","MQC","","","","","","","4.26","","","","","","","","","4.26","0.002","","",""
"MQCG26","Đồng mini 2/26","MQC","","","","","","","5.898","","","","","","","","","5.898","","","",""
"MQCG27","Đồng mini 2/27","MQC","","","","","","","6.38","","","","","","","","","6.38","","","",""
"MQCH23","Đồng mini 3/23","MQC","","","","","","","3.958","","","","","","","","","3.952","","","",""
"MQCH24","Đồng mini 3/24","MQC","","","","","","","3.828","","","","","","","","","3.828","","","",""
"MQCH25","Đồng mini 3/25","MQC","","","","","","","4.54","","","","","","","","","4.54","","","",""
"MQCH26","Đồng mini 3/26","MQC","","","","","","","5.986","","","","","","","","","5.986","","","",""
"MQCH27","Đồng mini 3/27","MQC","","","","","","","6.408","","","","","","","","","6.408","","","",""
"MQCJ23","Đồng mini 4/23","MQC","","","","","","","4.086","","","","","","","","","4.086","","","",""
"MQCJ24","Đồng mini 4/24","MQC","","","","","","","4.0","","","","","","","","","4.0","0.002","","",""
"MQCJ25","Đồng mini 4/25","MQC","","","","","","","5.098","","","","","","","","","5.098","","","",""
"MQCJ26","Đồng mini 4/26","MQC","","","","","","","5.46","","","","","","","","","5.468","","","",""
"MQCJ27","Đồng mini 4/27","MQC","","","","","","","6.436","","","","","","","","","6.436","","","",""
"MQCK23","Đồng mini 5/23","MQC","","","","","","","3.854","","","","","","","","","3.854","","","",""
"MQCK24","Đồng mini 5/24","MQC","","","","","","","4.566","","","","","","","","","4.564","","","",""
"MQCK25","Đồng mini 5/25","MQC","","","","","","","4.84","","","","","","","","","4.84","","","",""
"MQCK26","Đồng mini 5/26","MQC","","","","","","","5.918","","","","","","","","","5.918","","","",""
"MQCK27","Đồng mini 5/27","MQC","","","","","","","6.464","","","","","","","","","6.464","","","",""
"MQCM23","Đồng mini 6/23","MQC","","","","","","","3.658","","","","","","","","","3.676","","","",""
"MQCM24","Đồng mini 6/24","MQC","","","","","","","4.798","","","","","","","","","4.798","","","",""
"MQCM25","Đồng mini 6/25","MQC","","","","","","","4.65","","","","","","","","","4.65","0.002","","",""
"MQCM26","Đồng mini 6/26","MQC","","","","","","","6.31","","","","","","","","","6.31","","","",""
"MQCM27","Đồng mini 6/27","MQC","","","","","","","6.49","","","","","","","","","6.49","","","",""
"MQCN23","Đồng mini 7/23","MQC","","","","","","","3.722","","","","","","","","","3.722","","","",""
"MQCN24","Đồng mini 7/24","MQC","","","","","","","4.37","","","","","","","","","4.37","0.002","","",""
"MQCN25","Đồng mini 7/25","MQC","","","","","","","5.066","","","","","","","","","5.066","0.002","","",""
"MQCN26","Đồng mini 7/26","MQC","","","","","","","6.136","","","","","","","","","6.144","","","",""
"MQCQ23","Đồng mini 8/23","MQC","","","","","","","3.866","","","","","","","","","3.866","0.002","","",""
"MQCQ24","Đồng mini 8/24","MQC","","","","","","","4.064","","","","","","","","","4.064","","","",""
"MQCQ25","Đồng mini 8/25","MQC","","","","","","","5.608","","","","","","","","","5.608","0.002","","",""
"MQCQ26","Đồng mini 8/26","MQC","","","","","","","6.202","","","","","","","","","6.202","","","",""
"MQCU23","Đồng mini 9/23","MQC","","","","","","","3.794","","","","","","","","","3.794","0.002","","",""
"MQCU24","Đồng mini 9/24","MQC","","","","","","","4.15","","","","","","","","","4.15","0.002","","",""
"MQCU25","Đồng mini 9/25","MQC","","","","","","","4.42","","","","","","","","","4.42","","","",""
"MQCU26","Đồng mini 9/26","MQC","","","","","","","6.222","","","","","","","","","6.232","","","",""
"MQCV23","Đồng mini 10/23","MQC","","","","","","","3.618","","","","","","","","","3.618","0.002","","",""
"MQCV24","Đồng mini 10/24","MQC","","","","","","","4.582","","","","","","","","","4.582","0.002","","",""
"MQCV25","Đồng mini 10/25","MQC","","","","","","","4.68","","","","","","","","","4.718","","","",""
"MQCV26","Đồng mini 10/26","MQC","","","","","","","6.262","","","","","","","","","6.262","","","",""
"MQCX23","Đồng mini 11/23","MQC","","","","","","","3.636","","","","","","","","","3.636","0.002","","",""
"MQCX24","Đồng mini 11/24","MQC","","","","","","","4.336","","","","","","","","","4.336","0.002","","",""
"MQCX25","Đồng mini 11/25","MQC","","","","","","","5.238","","","","","","","","","5.238","","","",""
"MQCX26","Đồng mini 11/26","MQC","","","","","","","6.292","","","","","","","","","6.292","","","",""
"MQCZ22","Đồng mini 12/22","MQC","","","","","","","3.61","","","","","","","","","3.612","","","",""
"MQCZ23","Đồng mini 12/23","MQC","","","","","","","3.8","","","","","","","","","3.8","","","",""
"MQCZ24","Đồng mini 12/24","MQC","","","","","","","4.05","","","","","","","","","4.05","","","",""
"MQCZ25","Đồng mini 12/25","MQC","","","","","","","5.004","","","","","","","","","5.004","0.002","","",""
"MQCZ26","Đồng mini 12/26","MQC","","","","","","","6.322","","","","","","","","","6.322","","","",""
"MQIF23","Bạc mini 1/23","MQI","","","","","","","23.675","","","","","","","","","23.675","","","",""
"MQIF24","Bạc mini 1/24","MQI","","","","","","","24.4","","","","","","","","","24.4","0.0125","","",""
"MQIF25","Bạc mini 1/25","MQI","","","","","","","29.5875","","","","","","","","","29.65","0.0125","","",""
"MQIF26","Bạc mini 1/26","MQI","","","","","","","70.0","","","","","","","","","70.0","","","",""
"MQIF27","Bạc mini 1/27","MQI","","","","","","","63.275","","","","","","","","","63.275","","","",""
"MQIH23","Bạc mini 3/23","MQI","","","","","","","20.7625","","","","","","","","","20.8125","","","",""
"MQIH24","Bạc mini 3/24","MQI","","","","","","","22.5375","","","","","","","","","22.5375","","","",""
"MQIH25","Bạc mini 3/25","MQI","","","","","","","32.275","","","","","","","","","32.275","","","",""
"MQIH26","Bạc mini 3/26","MQI","","","","","","","90.9875","","","","","","","","","90.9875","","","",""
"MQIH27","Bạc mini 3/27","MQI","","","","","","","63.6875","","","","","","","","","63.6875","","","",""
"MQIK23","Bạc mini 5/23","MQI","","","","","","","24.875","","","","","","","","","24.875","","","",""
"MQIK24","Bạc mini 5/24","MQI","","","","","","","27.2375","","","","","","","","","27.25","","","",""
"MQIK25","Bạc mini 5/25","MQI","","","","","","","33.0","","","","","","","","","33.0","","","",""
"MQIK26","Bạc mini 5/26","MQI","","","","","","","73.225","","","","","","","","","73.225","","","",""
"MQIK27","Bạc mini 5/27","MQI","","","","","","","63.1875","","","","","","","","","64.1625","","","",""
"MQIN23","Bạc mini 7/23","MQI","","","","","","","22.8875","","","","","","","","","22.8875","","","",""
"MQIN24","Bạc mini 7/24","MQI","","","","","","","28.925","","","","","","","","","28.925","0.0125","","",""
"MQIN25","Bạc mini 7/25","MQI","","","","","","","36.5875","","","","","","","","","36.5875","","","",""
"MQIN26","Bạc mini 7/26","MQI","","","","","","","59.05","","","","","","","","","59.225","","","",""
"MQIU23","Bạc mini 9/23","MQI","","","","","","","24.7875","","","","","","","","","24.7875","0.0125","","",""
"MQIU24","Bạc mini 9/24","MQI","","","","","","","29.2","","","","","","","","","29.2","0.0125","","",""
"MQIU25","Bạc mini 9/25","MQI","","","","","","","38.7125","","","","","","","","","38.7125","","","",""
"MQIU26","Bạc mini 9/26","MQI","","","","","","","61.575","","","","","","","","","62.325","","","",""
"MQIZ22","Bạc mini 12/22","MQI","","","","","","","20.95","","","","","","","","","20.9125","","","",""
"MQIZ23","Bạc mini 12/23","MQI","","","","","","","24.9375","","","","","","","","","24.9375","","","",""
"MQIZ24","Bạc mini 12/24","MQI","","","","","","","30.4","","","","","","","","","30.4","","","",""
"MQIZ25","Bạc mini 12/25","MQI","","","","","","","50.9625","","","","","","","","","50.9625","0.0125","","",""
"MQIZ26","Bạc mini 12/26","MQI","","","","","","","63.0125","","","","","","","","","63.0125","","","",""
"MZCH26","Ngô micro 3/26","MZC","","","","","","","428.0","","","","","","","","","427.5","","","",""
"MZCH27","Ngô micro 3/27","MZC","","","","","","","472.0","","","","","","","","","472.5","","","",""
"MZCK25","Ngô micro 5/25","MZC","","","","","","","479.0","","","","","","","","","479.0","","","",""
"MZCK26","Ngô micro 5/26","MZC","","","","","","","454.5","","","","","","","","","455.0","","","",""
"MZCK27","Ngô micro 5/27","MZC","","","","","","","480.5","","","","","","","","","480.5","","","",""
"MZCN25","Ngô micro 7/25","MZC","","","","","","","429.0","","","","","","","","","429.0","","","",""
"MZCN26","Ngô micro 7/26","MZC","","","","","","","412.0","","","","","","","","","413.0","","","",""
"MZCN27","Ngô micro 7/27","MZC","","","","","","","485.5","","","","","","","","","485.5","","","",""
"MZCU25","Ngô micro 9/25","MZC","","","","","","","387.0","","","","","","","","","388.0","","","",""
"MZCU26","Ngô micro 9/26","MZC","","","","","","","437.5","","","","","","","","","438.5","","","",""
"MZCZ25","Ngô micro 12/25","MZC","","","","","","","426.0","","","","","","","","","425.5","","","",""
"MZCZ26","Ngô micro 12/26","MZC","","","","","","","457.0","","","","","","","","","458.0","","","",""
"MZLF26","Dầu đậu tương micro 1/26","MZL","","","","","","","48.66","","","","","","","","","48.72","","","",""
"MZLF27","Dầu đậu tương micro 1/27","MZL","","","","","","","66.6","","","","","","","","","66.6","","","",""
"MZLH26","Dầu đậu tương micro 3/26","MZL","","","","","","","58.88","","","","","","","","","58.92","","","",""
"MZLH27","Dầu đậu tương micro 3/27","MZL","","","","","","","66.44","","","","","","","","","66.44","","","",""
"MZLK25","Dầu đậu tương micro 5/25","MZL","","","","","","","50.12","","","","","","","","","49.28","","","",""
"MZLK26","Dầu đậu tương micro 5/26","MZL","","","","","","","71.9","","","","","","","","","71.9","","","",""
"MZLK27","Dầu đậu tương micro 5/27","MZL","","","","","","","66.2","","","","","","","","","66.2","","","",""
"MZLN25","Dầu đậu tương micro 7/25","MZL","","","","","","","54.42","","","","","","","","","54.48","","","",""
"MZLN26","Dầu đậu tương micro 7/26","MZL","","","","","","","70.72","","","","","","","","","71.3","","","",""
"MZLN27","Dầu đậu tương micro 7/27","MZL","","","","","","","65.8","","","","","","","","","65.8","","","",""
"MZLQ25","Dầu đậu tương micro 8/25","MZL","","","","","","","56.48","","","","","","","","","56.48","","","",""
"MZLQ26","Dầu đậu tương micro 8/26","MZL","","","","","","","68.32","","","","","","","","","67.76","","","",""
"MZLQ27","Dầu đậu tương micro 8/27","MZL","","","","","","","65.1","","","","","","","","","65.1","","","",""
"MZLU25","Dầu đậu tương micro 9/25","MZL","","","","","","","54.78","","","","","","","","","54.84","","","",""
"MZLU26","Dầu đậu tương micro 9/26","MZL","","","","","","","67.94","","","","","","","","","67.4","","","",""
"MZLV25","Dầu đậu tương micro 10/25","MZL","","","","","","","49.56","","","","","","","","","49.6","","","",""
"MZLV26","Dầu đậu tương micro 10/26","MZL","","","","","","","67.46","","","","","","","","","66.94","","","",""
"MZLZ25","Dầu đậu tương micro 12/25","MZL","","","","","","","50.26","","","","","","","","","50.26","","","",""
"MZLZ26","Dầu đậu tương micro 12/26","MZL","","","","","","","67.06","","","","","","","","","66.64","","","",""
"MZMF26","Khô đậu tương micro 1/26","MZM","","","","","","","305.4","","","","","","","","","303.6","","","",""
"MZMF27","Khô đậu tương micro 1/27","MZM","","","","","","","314.6","","","","","","","","","314.6","0.2","","",""
"MZMH26","Khô đậu tương micro 3/26","MZM","","","","","","","309.2","","","","","","","","","309.8","","","",""
"MZMH27","Khô đậu tương micro 3/27","MZM","","","","","","","316.0","","","","","","","","","316.0","","","",""
